temperature,pressure,dew_point,humidity,wind_speed,gust,wind_chill,uv_index,feels_like_temperature,visibility,solar_radiation,pollutant_value,precipitation_rate,precipitation_total,place,city,state
,,,,,,,,,,,32.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,32.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,33.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,34.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,34.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,35.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,36.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,36.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,36.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,36.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,38.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,37.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,36.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,36.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,37.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,36.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,38.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,37.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,35.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,35.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,35.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,36.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,36.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,37.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,38.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,39.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,38.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,37.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,37.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,36.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,35.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,33.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,32.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,32.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,31.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,31.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,31.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,29.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,27.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,26.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,26.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,26.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,24.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,23.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,23.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,23.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,24.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,24.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,23.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,24.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,26.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,26.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,26.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,27.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,27.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,29.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,27.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,26.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,26.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,26.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,26.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,24.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,23.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,23.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,23.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,21.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,21.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,21.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,21.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,21.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,21.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,19.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,18.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,18.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,19.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,18.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,18.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,17.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,17.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,17.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,17.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,15.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,17.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,17.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,17.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,16.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,17.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,18.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,19.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,19.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,21.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,21.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,21.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,21.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,19.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,19.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,19.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,19.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,20.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,21.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,22.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,23.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,23.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,24.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,24.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,26.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,25.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,41.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,42.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,43.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,43.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,43.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,43.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,43.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,43.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,42.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,41.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,41.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,41.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,41.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,40.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,40.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,38.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,38.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,37.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,35.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,33.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,32.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,31.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,30.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,30.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,29.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,29.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,28.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,30.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,30.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,31.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,32.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,32.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,32.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,32.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,33.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,34.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,34.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,35.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,36.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,38.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,39.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,41.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,42.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,43.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,,0.0,0.0,,,
,,,,,,,,,,,47.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,47.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,47.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,46.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,45.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
,,,,,,,,,,,45.0,0.0,0.0,Batu Pahat,Batu Pahat,Johor
